Jour,Susceptible,Exposed,Infected,recovered
0,19962,18,20,0
1,19945,28,27,0
2,19928,34,35,3
3,19910,39,44,7
4,19882,52,52,14
5,19839,76,62,23
6,19794,93,83,30
7,19741,107,115,37
8,19665,137,146,52
9,19562,190,171,77
10,19448,236,212,104
11,19305,295,270,130
12,19099,383,343,175
13,18849,483,458,210
14,18548,590,590,272
15,18177,751,714,358
16,17719,953,873,455
17,17198,1111,1140,551
18,16524,1385,1381,710
19,15710,1648,1743,899
20,14814,1910,2163,1113
21,13717,2295,2578,1410
22,12538,2560,3168,1734
23,11275,2847,3686,2192
24,9887,3120,4317,2676
25,8498,3367,4901,3234
26,7182,3488,5442,3888
27,5936,3426,6047,4591
28,4868,3293,6476,5363
29,3906,3105,6780,6209
30,3145,2802,6974,7079
31,2478,2500,6994,8028
32,1959,2181,6950,8910
33,1528,1883,6714,9875
34,1251,1556,6447,10746
35,1025,1312,6107,11556
36,883,1089,5712,12316
37,771,893,5247,13089
38,684,695,4824,13797
39,622,588,4396,14394
40,575,484,4002,14939
41,548,409,3645,15398
42,539,339,3276,15846
43,543,276,2939,16242
44,546,246,2613,16595
45,568,193,2347,16892
46,584,184,2088,17144
47,614,158,1870,17358
48,631,157,1670,17542
49,647,145,1509,17699
50,685,121,1368,17826
51,729,103,1214,17954
52,785,97,1081,18037
53,818,88,970,18124
54,860,82,867,18191
55,899,82,788,18231
56,943,88,702,18267
57,975,83,627,18315
58,1036,73,549,18342
59,1115,60,501,18324
60,1177,52,448,18323
61,1219,54,409,18318
62,1284,48,365,18303
63,1322,49,339,18290
64,1382,46,299,18273
65,1423,45,272,18260
66,1479,38,240,18243
67,1518,38,224,18220
68,1568,47,198,18187
69,1609,51,189,18151
70,1656,46,178,18120
71,1720,41,161,18078
72,1771,34,152,18043
73,1824,33,138,18005
74,1879,29,125,17967
75,1932,31,108,17929
76,1988,29,104,17879
77,2049,21,99,17831
78,2105,18,94,17783
79,2157,27,83,17733
80,2218,21,85,17676
81,2261,21,81,17637
82,2314,19,74,17593
83,2366,17,72,17545
84,2413,15,68,17504
85,2474,17,64,17445
86,2535,18,54,17393
87,2584,18,52,17346
88,2638,17,56,17289
89,2683,21,53,17243
90,2734,23,53,17190
91,2798,18,48,17136
92,2854,19,42,17085
93,2921,11,44,17024
94,2990,14,43,16953
95,3035,14,41,16910
96,3074,12,39,16875
97,3128,11,36,16825
98,3176,9,38,16777
99,3216,7,40,16737
100,3266,8,40,16686
101,3314,8,40,16638
102,3348,16,37,16599
103,3398,11,39,16552
104,3433,11,39,16517
105,3480,11,38,16471
106,3521,13,37,16429
107,3564,12,35,16389
108,3616,11,30,16343
109,3652,11,29,16308
110,3692,14,27,16267
111,3730,16,23,16231
112,3775,19,24,16182
113,3813,17,24,16146
114,3864,17,26,16093
115,3905,15,23,16057
116,3961,15,24,16000
117,4010,12,25,15953
118,4057,9,24,15910
119,4111,11,22,15856
120,4149,13,23,15815
121,4200,13,27,15760
122,4227,12,25,15736
123,4271,15,26,15688
124,4313,15,26,15646
125,4352,16,26,15606
126,4385,14,29,15572
127,4425,16,31,15528
128,4472,11,26,15491
129,4505,15,26,15454
130,4547,16,27,15410
131,4598,14,30,15358
132,4649,15,25,15311
133,4679,15,25,15281
134,4710,12,29,15249
135,4752,10,27,15211
136,4787,10,22,15181
137,4829,10,23,15138
138,4869,7,23,15101
139,4898,8,23,15071
140,4929,13,18,15040
141,4982,15,19,14984
142,5011,19,22,14948
143,5051,15,27,14907
144,5083,16,26,14875
145,5131,14,22,14833
146,5171,18,24,14787
147,5212,11,27,14750
148,5252,10,26,14712
149,5288,9,27,14676
150,5334,7,25,14634
151,5381,5,22,14592
152,5417,9,17,14557
153,5458,9,19,14514
154,5489,13,18,14480
155,5523,12,21,14444
156,5558,8,23,14411
157,5616,10,23,14351
158,5655,12,24,14309
159,5697,12,27,14264
160,5733,14,24,14229
161,5773,17,22,14188
162,5806,18,22,14154
163,5840,20,26,14114
164,5875,17,28,14080
165,5927,13,33,14027
166,5960,19,30,13991
167,5999,15,32,13954
168,6030,20,30,13920
169,6061,23,33,13883
170,6085,27,34,13854
171,6102,21,41,13836
172,6123,24,42,13811
173,6143,27,42,13788
174,6167,26,49,13758
175,6200,22,56,13722
176,6241,26,56,13677
177,6272,23,60,13645
178,6293,33,59,13615
179,6319,32,64,13585
180,6349,30,62,13559
181,6383,29,68,13520
182,6413,32,72,13483
183,6450,30,70,13450
184,6480,26,75,13419
185,6506,27,73,13394
186,6517,36,71,13376
187,6547,43,74,13336
188,6582,38,80,13300
189,6595,43,81,13281
190,6618,51,81,13250
191,6632,57,88,13223
192,6657,50,98,13195
193,6671,57,113,13159
194,6690,58,129,13123
195,6689,73,130,13108
196,6704,82,143,13071
197,6704,86,157,13053
198,6710,87,166,13037
199,6709,98,178,13015
200,6696,115,186,13003
201,6691,116,205,12988
202,6706,108,210,12976
203,6698,123,213,12966
204,6674,130,232,12964
205,6665,128,261,12946
206,6651,143,271,12935
207,6626,135,303,12936
208,6594,147,291,12968
209,6581,145,300,12974
210,6559,169,310,12962
211,6549,161,326,12964
212,6528,168,329,12975
213,6506,165,359,12970
214,6457,198,367,12978
215,6415,201,399,12985
216,6367,202,429,13002
217,6321,216,432,13031
218,6271,241,450,13038
219,6216,232,502,13050
220,6129,260,550,13061
221,6053,263,577,13107
222,5963,305,592,13140
223,5903,300,625,13172
224,5837,320,638,13205
225,5753,345,667,13235
226,5679,359,688,13274
227,5595,381,720,13304
228,5505,376,747,13372
229,5412,396,770,13422
230,5314,414,801,13471
231,5195,428,820,13557
232,5098,412,891,13599
233,4996,423,917,13664
234,4909,401,921,13769
235,4821,414,942,13823
236,4723,426,958,13893
237,4624,440,948,13988
238,4528,413,992,14067
239,4425,415,1021,14139
240,4351,393,1047,14209
241,4257,391,1050,14302
242,4161,411,1042,14386
243,4049,412,1064,14475
244,3951,419,1062,14568
245,3865,417,1071,14647
246,3787,409,1069,14735
247,3707,393,1055,14845
248,3636,382,1058,14924
249,3579,375,1048,14998
250,3514,381,1031,15074
251,3443,380,1008,15169
252,3397,354,1021,15228
253,3337,368,983,15312
254,3276,354,965,15405
255,3226,357,933,15484
256,3210,327,924,15539
257,3171,318,896,15615
258,3160,300,852,15688
259,3126,298,824,15752
260,3120,288,817,15775
261,3084,302,820,15794
262,3062,269,811,15858
263,3058,247,820,15875
264,3068,245,772,15915
265,3078,237,747,15938
266,3082,208,751,15959
267,3095,193,727,15985
268,3122,182,687,16009
269,3115,215,618,16052
270,3127,214,603,16056
271,3130,212,609,16049
272,3137,214,597,16052
273,3164,194,603,16039
274,3203,182,595,16020
275,3212,179,586,16023
276,3238,176,561,16025
277,3275,161,538,16026
278,3293,158,530,16019
279,3337,162,498,16003
280,3352,157,483,16008
281,3366,149,492,15993
282,3415,129,480,15976
283,3435,149,452,15964
284,3436,162,432,15970
285,3483,151,428,15938
286,3508,161,408,15923
287,3543,152,411,15894
288,3579,145,408,15868
289,3591,154,398,15857
290,3639,160,393,15808
291,3654,150,408,15788
292,3691,137,409,15763
293,3711,137,394,15758
294,3736,128,388,15748
295,3777,118,388,15717
296,3802,125,383,15690
297,3850,120,367,15663
298,3873,144,344,15639
299,3891,136,346,15627
300,3923,131,344,15602
301,3973,131,343,15553
302,4020,127,331,15522
303,4060,131,330,15479
304,4086,144,326,15444
305,4107,153,330,15410
306,4160,140,342,15358
307,4184,142,357,15317
308,4216,136,376,15272
309,4255,133,370,15242
310,4284,140,379,15197
311,4298,151,372,15179
312,4336,153,385,15126
313,4354,149,400,15097
314,4369,145,410,15076
315,4397,160,395,15048
316,4407,156,396,15041
317,4416,167,395,15022
318,4456,134,411,14999
319,4455,154,405,14986
320,4497,160,401,14942
321,4495,186,397,14922
322,4513,171,426,14890
323,4517,188,432,14863
324,4527,191,422,14860
325,4552,205,417,14826
326,4571,202,432,14795
327,4552,205,435,14808
328,4572,189,448,14791
329,4593,181,463,14763
330,4634,173,467,14726
331,4650,180,450,14720
332,4661,168,476,14695
333,4667,170,478,14685
334,4669,186,482,14663
335,4659,201,475,14665
336,4676,186,491,14647
337,4677,189,509,14625
338,4679,207,510,14604
339,4684,220,514,14582
340,4685,205,531,14579
341,4691,213,538,14558
342,4690,224,538,14548
343,4678,243,542,14537
344,4661,241,574,14524
345,4630,256,591,14523
346,4620,255,600,14525
347,4619,233,640,14508
348,4602,253,625,14520
349,4622,247,618,14513
350,4622,267,612,14499
351,4601,266,614,14519
352,4573,256,634,14537
353,4557,280,630,14533
354,4529,287,648,14536
355,4517,283,655,14545
356,4502,293,662,14543
357,4455,318,657,14570
358,4432,320,672,14576
359,4412,340,679,14569
360,4416,315,704,14565
361,4419,302,721,14558
362,4407,301,733,14559
363,4394,306,738,14562
364,4344,321,769,14566
365,4285,341,766,14608
366,4256,331,787,14626
367,4231,327,794,14648
368,4220,338,777,14665
369,4198,339,789,14674
370,4192,345,800,14663
371,4165,336,816,14683
372,4132,312,835,14721
373,4095,312,845,14748
374,4049,330,828,14793
375,4018,324,838,14820
376,3994,327,836,14843
377,3981,308,846,14865
378,3943,318,842,14897
379,3933,324,841,14902
380,3914,316,842,14928
381,3893,329,821,14957
382,3877,317,825,14981
383,3851,336,819,14994
384,3840,310,845,15005
385,3804,308,822,15066
